datetime,symbol,open,high,low,close,volume
2006-05-05 08:30:00,AMEX:SPY,132.05,132.8,131.85001,132.52,62589504.0
2006-05-08 08:30:00,AMEX:SPY,132.50999,132.77,132.36,132.36,30017296.0
2006-05-09 08:30:00,AMEX:SPY,132.42,132.77,132.31,132.62,29865008.0
2006-05-10 08:30:00,AMEX:SPY,132.41,132.75,131.89,132.55,64406896.0
2006-05-11 08:30:00,AMEX:SPY,132.50999,132.55,130.52,130.95,80654688.0
2006-05-12 08:30:00,AMEX:SPY,130.48,130.72,129.19,129.24001,91733376.0
2006-05-15 08:30:00,AMEX:SPY,128.78999,129.74001,128.61,129.5,84040368.0
2006-05-16 08:30:00,AMEX:SPY,129.75999,130.0,129.00999,129.31,62136400.0
2006-05-17 08:30:00,AMEX:SPY,128.67,129.10001,126.77,126.85001,144779632.0
2006-05-18 08:30:00,AMEX:SPY,127.38,127.75,126.11,126.21001,87923872.0
2006-05-19 08:30:00,AMEX:SPY,126.87,127.49001,125.8,127.10001,124320880.0
2006-05-22 08:30:00,AMEX:SPY,126.28,127.17,125.5,126.13,110877376.0
2006-05-23 08:30:00,AMEX:SPY,127.17999,127.63,125.17,125.17,91990624.0
2006-05-24 08:30:00,AMEX:SPY,125.67999,126.89,124.75999,126.17,168394368.0
2006-05-25 08:30:00,AMEX:SPY,126.92,127.73,126.42999,127.73,78992128.0
2006-05-26 08:30:00,AMEX:SPY,128.0,128.38,127.50999,128.38,62990704.0
2006-05-30 08:30:00,AMEX:SPY,127.97,128.0,126.05,126.10001,72445504.0
2006-05-31 08:30:00,AMEX:SPY,126.58,127.50999,126.2,127.50999,86932688.0
2006-06-01 08:30:00,AMEX:SPY,127.38,128.94,127.27,128.73,73728000.0
2006-06-02 08:30:00,AMEX:SPY,129.25,129.42999,128.32001,129.0,91702688.0
2006-06-05 08:30:00,AMEX:SPY,128.78999,128.86,126.77,127.12,86119184.0
2006-06-06 08:30:00,AMEX:SPY,127.21001,127.38,125.75999,126.81,130874816.0
2006-06-07 08:30:00,AMEX:SPY,126.91,127.64999,125.78999,125.86,108703120.0
2006-06-08 08:30:00,AMEX:SPY,125.58,126.5,123.87,125.75,204960320.0
2006-06-09 08:30:00,AMEX:SPY,126.36,126.96001,125.28999,125.35001,94976320.0
2006-06-12 08:30:00,AMEX:SPY,125.88,125.92999,123.82001,123.99001,95878192.0
2006-06-13 08:30:00,AMEX:SPY,123.78,124.84,122.55,122.55,185695872.0
2006-06-14 08:30:00,AMEX:SPY,122.84,123.63,122.34,123.5,163652000.0
2006-06-15 08:30:00,AMEX:SPY,123.92,126.36,123.86,126.12,134446320.0
2006-06-16 08:30:00,AMEX:SPY,125.19,125.56,124.46001,124.64999,94263008.0
