datetime,symbol,open,high,low,close,volume
2024-12-20 10:30:00,AMEX:SPY,592.34,595.75,592.26,595.61,1575808.0
2024-12-20 11:30:00,AMEX:SPY,595.61,595.625,592.15,592.16,1023352.0
2024-12-20 12:30:00,AMEX:SPY,592.17,593.4,591.62,593.28,1050482.0
2024-12-20 13:30:00,AMEX:SPY,593.23,593.94,591.56,591.77,978517.0
2024-12-20 14:30:00,AMEX:SPY,591.79,592.36,589.47,590.89,3915357.0
2024-12-23 08:30:00,AMEX:SPY,590.89,591.77,587.66,589.3,1106373.0
2024-12-23 09:30:00,AMEX:SPY,589.3,590.79,588.72,590.66,547954.0
2024-12-23 10:30:00,AMEX:SPY,590.67,593.12,590.19,592.14,591551.0
2024-12-23 11:30:00,AMEX:SPY,592.17,593.4,591.71,593.31,346668.0
2024-12-23 12:30:00,AMEX:SPY,593.28,594.31,593.24,593.88,338608.0
2024-12-23 13:30:00,AMEX:SPY,593.89,594.04,592.25,593.28,709275.0
2024-12-23 14:30:00,AMEX:SPY,593.36,595.3,593.27,594.77,1832109.0
2024-12-24 08:30:00,AMEX:SPY,596.06,598.34,595.47,598.2,892762.0
2024-12-24 09:30:00,AMEX:SPY,598.22,599.38,598.155,599.25,460534.0
2024-12-24 10:30:00,AMEX:SPY,599.24,600.33,598.86,600.17,632455.0
2024-12-24 11:30:00,AMEX:SPY,600.169,601.34,599.15,601.26,1149880.0
2024-12-26 08:30:00,AMEX:SPY,599.5,600.4,598.1,600.29,666765.0
2024-12-26 09:30:00,AMEX:SPY,600.28,601.28,599.81,600.83,473524.0
2024-12-26 10:30:00,AMEX:SPY,600.84,602.47,600.81,601.51,333397.0
2024-12-26 11:30:00,AMEX:SPY,601.52,602.05,600.4,601.66,270278.0
2024-12-26 12:30:00,AMEX:SPY,601.68,601.76,600.66,600.96,322446.0
2024-12-26 13:30:00,AMEX:SPY,600.98,602.1,600.85,601.79,314920.0
2024-12-26 14:30:00,AMEX:SPY,601.78,602.03,601.06,601.24,796193.0
2024-12-27 08:30:00,AMEX:SPY,597.48,597.78,592.8,593.22,1463693.0
